date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:21	13576/13576	URF---	200	added ('OK%20(cached)')	application/woff2		http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:22	34092/34092	URF---	200	added ('OK%20(cached)')	application/ttf		http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:22	849145/849145	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fd8c8e5-cf4f9%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:23	76084/76084	URF---	200	added ('OK%20(cached)')	application/woff2		http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:24	98996/98996	URF---	200	added ('OK%20(cached)')	application/woff		http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:29	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5b6819f753938%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:31	10544/10544	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8ee-2930%22	http://ncg.macmar.co/wp-content/uploads/2020/07/green-leaf.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/green-leaf.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:31	10544/10544	URF---	200	added ('OK%20(cached)')	image/jpeg		http://ncg.macmar.co/wp-content/uploads/2020/07/green-leaf.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/green-leaf.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:43	193780/193780	---M--	200	added ('OK')	application/octet-stream	etag:%225fd8c8e5-2f4f4%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:48	29763/29763	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8ee-7443%22	http://ncg.macmar.co/wp-content/uploads/2020/07/video-bg-1.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/video-bg-1.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:48	29763/29763	URF---	200	added ('OK%20(cached)')	image/jpeg		http://ncg.macmar.co/wp-content/uploads/2020/07/video-bg-1.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/video-bg-1.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:53	132977/132977	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8ec-20771%22	http://ncg.macmar.co/wp-content/uploads/2019/11/lawn.jpeg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2019/11/lawn.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:53	26354/26354	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8ee-66f2%22	http://ncg.macmar.co/wp-content/uploads/2020/07/video-bg-2.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/video-bg-2.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:53	26354/26354	URF---	200	added ('OK%20(cached)')	image/jpeg		http://ncg.macmar.co/wp-content/uploads/2020/07/video-bg-2.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/video-bg-2.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:48:54	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5b6819f753938%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:48:54	42/42	UR-MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Fri,%2001%20Jan%202021%2003:48:54%20GMT	http://ncg.macmar.co/xmlrpc.php	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/xmlrpc.php	(from http://ncg.macmar.co/)
21:48:55	31127399/31127399	URF---	200	added ('OK%20(cached)')	application/mp4		http://ncg.macmar.co/wp-content/uploads/2020/12/christmas-lights.mp4	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/12/christmas-lights.mp4	(from http://ncg.macmar.co/)
21:48:56	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Jan%202021%2003:48:56%20GMT	http://ncg.macmar.co/?p=1321	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/indexb86d.html	(from http://ncg.macmar.co/about/)
21:49:01	32873/32873	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8ef-8069%22	http://ncg.macmar.co/wp-content/uploads/2020/07/cta-bg.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/cta-bg.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1446.css?ver=1609357853)
21:49:01	64054/64054	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8ec-fa36%22	http://ncg.macmar.co/wp-content/uploads/2019/11/gardening-tools.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2019/11/gardening-tools.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
21:49:02	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Jan%202021%2003:49:02%20GMT	http://ncg.macmar.co/?p=1446	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/index1fd4.html	(from http://ncg.macmar.co/gutter-guards/)
21:49:02	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Jan%202021%2003:49:02%20GMT	http://ncg.macmar.co/?p=1444	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/indexb8d9.html	(from http://ncg.macmar.co/gutter-cleaning/)
21:49:17	133999/133999	---M--	200	added ('OK')	image/jpeg	etag:%225fd8c8f0-20b6f%22	http://ncg.macmar.co/wp-content/uploads/2020/07/gardening-tools.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/07/gardening-tools.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1446.css?ver=1609357853)
21:49:19	602/602	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fdd0a0b-25a%22	http://ncg.macmar.co/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from http://ncg.macmar.co/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.6.4)
21:49:20	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Jan%202021%2003:49:20%20GMT	http://ncg.macmar.co/?p=15	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/indexa1ca.html	(from http://ncg.macmar.co/contact/)
21:49:42	131624/131624	---M--	200	added ('OK')	application/octet-stream	etag:%225fd8c8e5-20228%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:49:53	708706/708706	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fd8c8e5-ad062%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:50:00	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5b6819f753d20%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:50:03	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225fd8c8e5-41a0%22	http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://ncg.macmar.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
21:50:32	590885/590885	---M--	200	added ('OK')	image/jpeg	etag:%225fd91965-90425%22	http://ncg.macmar.co/wp-content/uploads/2020/12/roof_and_gutters_cleaning_19921-1-scaled.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/12/roof_and_gutters_cleaning_19921-1-scaled.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1444.css?ver=1609357187)
21:51:09	1030134/1030134	---M--	200	added ('OK')	image/jpeg	etag:%225fd8fecf-fb7f6%22	http://ncg.macmar.co/wp-content/uploads/2020/12/IMG_3598-scaled.jpg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/12/IMG_3598-scaled.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-15.css?ver=1609358224)
21:51:20	1580293/1580293	---M--	200	added ('OK')	image/jpeg	etag:%225fea3524-181d05%22	http://ncg.macmar.co/wp-content/uploads/2020/12/Good-Installation-1-scaled.jpeg	D:/src/NeverClog/Never%20Clog/ncg.macmar.co/wp-content/uploads/2020/12/Good-Installation-1-scaled.jpg	(from http://ncg.macmar.co/wp-content/uploads/elementor/css/post-1320.css?ver=1609358172)
